ID,Project_Code,Country,Managed_By,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Recorded_Date,Vendor,Brand,Dosage,Dosage_Form,Unit_of_Measure_Per_Pack,Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Manufacturing_Site,Weight_Kilograms,Freight_Cost_USD,Line_Item_Insurance_USD
12431,111-MZ-T01,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,2008-04-08 00:00:00,2008-04-08 00:00:00,2008-04-08 00:00:00,SCMS from RDC,Generic,150/300mg,Tablet - FDC,60,7128,67716.0,9.5,0.16,"Cipla, Goa, India",See DN-603 (ID#:11197),See DN-603 (ID#:11197),108.35
12432,104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2007-11-22 00:00:00,2007-11-22 00:00:00,2007-11-22 00:00:00,SCMS from RDC,Generic,200mg,Chewable/dispersible tablet,60,7744,297059.84,38.36,0.64,"Aurobindo Unit III, India",See DN-434 (ID#:11483),See DN-434 (ID#:11483),475.3
12433,104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2007-11-22 00:00:00,2007-11-22 00:00:00,2007-11-22 00:00:00,SCMS from RDC,Generic,600mg,Tablet,30,34020,422528.4,12.42,0.41,"Strides, Bangalore, India.",See DN-434 (ID#:11483),See DN-434 (ID#:11483),676.05
12435,114-UG-T01,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2007-12-10 00:00:00,2007-12-10 00:00:00,2007-12-10 00:00:00,SCMS from RDC,Generic,300mg,Tablet,60,140,1141.0,8.15,0.14,"Aurobindo Unit III, India",See DN-435 (ID#:10908),See DN-435 (ID#:10908),1.83
12438,104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2007-12-18 00:00:00,2007-12-18 00:00:00,2007-12-18 00:00:00,SCMS from RDC,Generic,30mg,Capsule,60,6200,10850.0,1.75,0.03,"Aurobindo Unit III, India",354,4147.9,17.36
12439,110-ZM-T01,Zambia,PMO - US,From RDC,N/A - From RDC,Air,2007-12-06 00:00:00,2007-12-06 00:00:00,2007-12-06 00:00:00,SCMS from RDC,Aluvia,200/50mg,Tablet,120,12240,503064.0,41.1,0.34,ABBVIE (Abbott) Logis. UK,2662,9736.5,804.9
12443,106-HT-T01,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2007-12-31 00:00:00,2007-12-31 00:00:00,2007-12-31 00:00:00,SCMS from RDC,Generic,200mg,Tablet,60,42000,142800.0,3.4,0.06,"Aurobindo Unit III, India",3957,32483.5,228.48
12446,110-ZM-T01,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2007-12-19 00:00:00,2007-12-19 00:00:00,2007-12-19 00:00:00,SCMS from RDC,Generic,200mg,Tablet,60,77724,264261.6,3.4,0.06,"Cipla, Goa, India",8554,24405,422.82
12447,117-ET-T01,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,2007-12-20 00:00:00,2007-12-25 00:00:00,2007-12-25 00:00:00,SCMS from RDC,Generic,200mg,Tablet,60,12745,43333.0,3.4,0.06,"Aurobindo Unit III, India",1197,8332,69.33
12451,112-NG-T01,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2008-01-16 00:00:00,2008-01-24 00:00:00,2008-01-24 00:00:00,SCMS from RDC,Generic,150/300/200mg,Tablet - FDC,60,4836,99138.0,20.5,0.34,"Aurobindo Unit III, India",531,3228,158.62
12452,104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2008-01-25 00:00:00,2008-01-25 00:00:00,2008-01-25 00:00:00,SCMS from RDC,Aluvia,200/50mg,Tablet,120,2121,87173.1,41.1,0.34,ABBVIE Ludwigshafen Germany,465,2206,139.48
12453,117-ET-T01,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,2008-01-31 00:00:00,2008-01-31 00:00:00,2008-01-31 00:00:00,SCMS from RDC,Generic,600mg,Tablet,30,67624,839890.08,12.42,0.41,"Aurobindo Unit III, India",5840,20222.4,1343.82
12454,111-MZ-T01,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,2008-04-08 00:00:00,2008-04-05 00:00:00,2008-04-05 00:00:00,SCMS from RDC,Generic,150/300/200mg,Tablet - FDC,60,42700,576450.0,13.5,0.22,"Aurobindo Unit III, India",See DN-601 (ID#:10651),See DN-601 (ID#:10651),922.32
12455,107-RW-T01,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,2008-02-29 00:00:00,2008-02-29 00:00:00,2008-02-29 00:00:00,SCMS from RDC,Generic,10mg/ml,Oral solution,240,2000,3940.0,1.97,0.01,"Aurobindo Unit III, India",See DN-590 (ID#:11517),See DN-590 (ID#:11517),6.3
12460,104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2008-01-29 00:00:00,2008-01-29 00:00:00,2008-01-29 00:00:00,SCMS from RDC,Generic,10mg/ml,Oral solution,240,15000,29550.0,1.97,0.01,"Aurobindo Unit III, India",See DN-569 (ID#:11224),See DN-569 (ID#:11224),47.28
12464,106-HT-T01,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2008-01-22 00:00:00,2008-01-22 00:00:00,2008-01-22 00:00:00,SCMS from RDC,Generic,20mg,Capsule,60,100,175.0,1.75,0.03,"Aurobindo Unit III, India",See DN-445 (ID#:10640),See DN-445 (ID#:10640),0.28
12465,112-NG-T01,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2008-01-16 00:00:00,2008-01-16 00:00:00,2008-01-16 00:00:00,SCMS from RDC,Generic,10mg/ml,Oral solution,240,4,10.36,2.59,0.01,"Aurobindo Unit III, India",See DN-551 (ID#:11523),See DN-551 (ID#:11523),0.02
12470,117-ET-T01,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,2008-02-04 00:00:00,2008-02-04 00:00:00,2008-02-04 00:00:00,SCMS from RDC,Generic,10mg/ml,Oral solution,240,3326,7150.9,2.15,0.01,"Aurobindo Unit III, India",1225,4485.25,11.44
12471,104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2008-02-05 00:00:00,2008-02-19 00:00:00,2008-02-19 00:00:00,SCMS from RDC,Generic,150/200/30mg,Tablet - FDC,60,35600,263440.0,7.4,0.12,"Cipla, Goa, India",3731,6778.91,421.5
12472,104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2008-03-06 00:00:00,2008-02-19 00:00:00,2008-02-19 00:00:00,SCMS from RDC,Generic,150/300mg,Tablet - FDC,60,371,3524.5,9.5,0.16,"Aurobindo Unit III, India",4689,8321.29,5.64
12475,106-HT-T01,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2008-04-11 00:00:00,2008-04-11 00:00:00,2008-04-11 00:00:00,SCMS from RDC,Stocrin/Sustiva,30mg/ml,Oral solution,180,70,1187.2,16.96,0.09,"MSD, Haarlem, NL",30,933.09,1.9
12476,106-HT-T01,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2008-04-11 00:00:00,2008-04-11 00:00:00,2008-04-11 00:00:00,SCMS from RDC,Stocrin/Sustiva,30mg/ml,Oral solution,180,31,525.76,16.96,0.09,"MSD, Haarlem, NL",See DN-693 (ID#:12475),See DN-693 (ID#:12475),0.84
12477,112-NG-T01,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2008-04-18 00:00:00,2008-04-18 00:00:00,2008-04-18 00:00:00,SCMS from RDC,Generic,30mg,Capsule,60,1521,2311.92,1.52,0.03,"Aurobindo Unit III, India",See DN-717 (ID#:11858),See DN-717 (ID#:11858),3.7
12478,112-NG-T01,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2008-04-18 00:00:00,2008-04-18 00:00:00,2008-04-18 00:00:00,SCMS from RDC,Generic,30mg,Capsule,60,420,638.4,1.52,0.03,"Aurobindo Unit III, India",See DN-717 (ID#:11858),See DN-717 (ID#:11858),1.02
12479,112-NG-T01,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2008-04-18 00:00:00,2008-04-18 00:00:00,2008-04-18 00:00:00,SCMS from RDC,Generic,600mg,Tablet,30,3077,36954.77,12.01,0.4,"Aurobindo Unit III, India",See DN-717 (ID#:11858),See DN-717 (ID#:11858),59.13
12480,112-NG-T01,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2008-04-18 00:00:00,2008-04-18 00:00:00,2008-04-18 00:00:00,SCMS from RDC,Generic,300mg,Tablet,60,15,412.95,27.53,0.46,Mylan (formerly Matrix) Nashik,See DN-717 (ID#:11858),See DN-717 (ID#:11858),0.66
12481,109-TZ-T01,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,2008-07-29 00:00:00,2008-07-29 00:00:00,2008-07-29 00:00:00,SCMS from RDC,Generic,150/300mg,Tablet - FDC,60,122590,1158475.5,9.45,0.16,"Aurobindo Unit III, India",See DN-826 (ID#:10674),See DN-826 (ID#:10674),1853.56
12482,113-ZW-T01,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2008-07-30 00:00:00,2008-07-30 00:00:00,2008-07-30 00:00:00,SCMS from RDC,Generic,150/200/30mg,Tablet - FDC,60,9732,72016.8,7.4,0.12,"Cipla, Goa, India",911,2705.71,115.23
12484,109-TZ-T01,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2008-06-30 00:00:00,2008-06-30 00:00:00,2008-06-30 00:00:00,SCMS from RDC,Generic,600mg,Tablet,30,75000,900750.0,12.01,0.4,"Aurobindo Unit III, India",15566,9330,1441.2
12485,110-ZM-T01,Zambia,PMO - US,From RDC,N/A - From RDC,Air,2008-04-03 00:00:00,2008-04-03 00:00:00,2008-04-03 00:00:00,SCMS from RDC,Generic,150/300mg,Tablet - FDC,60,6597,62671.5,9.5,0.16,"Aurobindo Unit III, India",617,2891.6,100.27
12486,109-TZ-T01,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,2008-09-16 00:00:00,2008-09-16 00:00:00,2008-09-16 00:00:00,SCMS from RDC,Generic,150/200/30mg,Tablet - FDC,60,155319,1149360.6,7.4,0.12,"Cipla, Goa, India",28334,80239.66,1838.98
12487,112-NG-T01,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2008-02-14 00:00:00,2008-02-14 00:00:00,2008-02-14 00:00:00,SCMS from RDC,Generic,150/300/200mg,Tablet - FDC,60,8940,120690.0,13.5,0.22,"Cipla, Goa, India",See DN-620 (ID#:12168),See DN-620 (ID#:12168),193.1
12488,111-MZ-T01,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,2008-06-05 00:00:00,2008-06-05 00:00:00,2008-06-05 00:00:00,SCMS from RDC,Generic,600mg,Tablet,30,33787,419634.54,12.42,0.41,"Aurobindo Unit III, India",6081,3316.9,671.42
12490,106-HT-T01,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2008-06-02 00:00:00,2008-06-02 00:00:00,2008-06-02 00:00:00,SCMS from RDC,Generic,20mg,Capsule,60,39,68.25,1.75,0.03,"Aurobindo Unit III, India",See DN-744 (ID#:10684),See DN-744 (ID#:10684),0.11
12493,114-UG-T01,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2008-05-19 00:00:00,2008-05-19 00:00:00,2008-05-19 00:00:00,SCMS from RDC,Generic,150/300mg,Tablet - FDC,60,800,7560.0,9.45,0.16,"Aurobindo Unit III, India",75,935.8,12.1
12495,109-TZ-T01,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2008-06-30 00:00:00,2008-06-30 00:00:00,2008-06-30 00:00:00,SCMS from RDC,Generic,150/300mg,Tablet - FDC,60,112191,1060204.95,9.45,0.16,"Aurobindo Unit III, India",10453,8831.92,1696.33
12496,123-NG-T01,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2008-07-31 00:00:00,2008-07-31 00:00:00,2008-07-31 00:00:00,SCMS from RDC,Generic,200mg,Capsule,90,1132,18112.0,16.0,0.18,"Aurobindo Unit III, India",See DN-836 (ID#:11244),See DN-836 (ID#:11244),28.98
12497,104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2008-04-08 00:00:00,2008-04-08 00:00:00,2008-04-08 00:00:00,SCMS from RDC,Generic,1mg/ml,Oral solution,200,1971,2759.4,1.4,0.01,"Aurobindo Unit III, India",See DN-684 (ID#:11884),See DN-684 (ID#:11884),4.42
12498,117-ET-T01,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,2008-04-21 00:00:00,2008-04-21 00:00:00,2008-04-21 00:00:00,SCMS from RDC,Generic,1mg/ml,Oral solution,200,3000,4200.0,1.4,0.01,"Aurobindo Unit III, India",342,1850.7,6.72
12500,106-HT-T01,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2008-03-21 00:00:00,2008-03-21 00:00:00,2008-03-21 00:00:00,SCMS from RDC,Generic,30mg,Capsule,60,7770,11810.4,1.52,0.03,"Aurobindo Unit III, India",See DN-682 (ID#:10963),See DN-682 (ID#:10963),18.9
12502,109-TZ-T01,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,2008-03-28 00:00:00,2008-03-28 00:00:00,2008-03-28 00:00:00,SCMS from RDC,Generic,150/300mg,Tablet - FDC,60,48610,461795.0,9.5,0.16,"Aurobindo Unit III, India",See DN-637 (ID#:12195),See DN-637 (ID#:12195),738.87
12503,106-HT-T01,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2008-04-21 00:00:00,2008-04-21 00:00:00,2008-04-21 00:00:00,SCMS from RDC,Generic,300mg,Tablet,60,3115,25387.25,8.15,0.14,"Aurobindo Unit III, India",178,2599,40.62
12504,109-TZ-T01,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,2008-06-30 00:00:00,2008-06-30 00:00:00,2008-06-30 00:00:00,SCMS from RDC,Generic,150/300mg,Tablet - FDC,60,6722,63859.0,9.5,0.16,"Aurobindo Unit III, India",634,1108.08,102.17
12505,110-ZM-T01,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2008-07-23 00:00:00,2008-07-23 00:00:00,2008-07-23 00:00:00,SCMS from RDC,Generic,600mg,Tablet,30,55000,660550.0,12.01,0.4,Mylan (formerly Matrix) Nashik,3925,2196.18,1056.88
12506,104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2008-02-27 00:00:00,2008-02-27 00:00:00,2008-02-27 00:00:00,SCMS from RDC,Generic,200mg,Tablet,60,17621,59911.4,3.4,0.06,"Aurobindo Unit III, India",1650,3428.5,95.86
12508,113-ZW-T01,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2008-03-12 00:00:00,2008-03-12 00:00:00,2008-03-12 00:00:00,SCMS from RDC,Generic,300mg,Tablet,60,6295,51304.25,8.15,0.14,"Aurobindo Unit III, India",See DN-644 (ID#:11894),See DN-644 (ID#:11894),82.09
12509,106-HT-T01,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2008-06-02 00:00:00,2008-06-02 00:00:00,2008-06-02 00:00:00,SCMS from RDC,Generic,300mg,Tablet,60,1925,15688.75,8.15,0.14,"Aurobindo Unit III, India",111,1355.06,25.1
12511,106-HT-T01,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2008-04-14 00:00:00,2008-04-14 00:00:00,2008-04-14 00:00:00,SCMS from RDC,Aluvia,200/50mg,Tablet,120,240,9864.0,41.1,0.34,ABBVIE Ludwigshafen Germany,See DN-690 (ID#:10706),See DN-690 (ID#:10706),15.78
12515,111-MZ-T01,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,2008-08-07 00:00:00,2008-08-07 00:00:00,2008-08-07 00:00:00,SCMS from RDC,Generic,150/200/30mg,Tablet - FDC,60,138325,995940.0,7.2,0.12,"Strides, Bangalore, India.",See DN-817 (ID#:10981),See DN-817 (ID#:10981),1593.5
12516,109-TZ-T01,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,2008-07-01 00:00:00,2008-07-01 00:00:00,2008-07-01 00:00:00,SCMS from RDC,Generic,30mg,Capsule,60,75318,114483.36,1.52,0.03,"Aurobindo Unit III, India",5040,22965.4,183.17
12517,109-TZ-T01,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,2008-07-09 00:00:00,2008-07-09 00:00:00,2008-07-09 00:00:00,SCMS from RDC,Generic,600mg,Tablet,30,101445,1259946.9,12.42,0.41,"Aurobindo Unit III, India",See DN-763 (ID#:10982),See DN-763 (ID#:10982),2015.92
12518,109-TZ-T01,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,2008-07-09 00:00:00,2008-07-09 00:00:00,2008-07-09 00:00:00,SCMS from RDC,Generic,150/300mg,Tablet - FDC,60,58086,551817.0,9.5,0.16,"Aurobindo Unit III, India",See DN-763 (ID#:10982),See DN-763 (ID#:10982),882.91
12519,114-UG-T01,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2008-07-10 00:00:00,2008-07-10 00:00:00,2008-07-10 00:00:00,SCMS from RDC,Generic,30mg,Capsule,60,500,775.0,1.55,0.03,"Aurobindo Unit III, India",33,578.24,1.24
12521,111-MZ-T01,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,2009-02-09 00:00:00,2009-02-09 00:00:00,2009-02-09 00:00:00,SCMS from RDC,Generic,200mg,Capsule,90,560,8545.6,15.26,0.17,"Aurobindo Unit III, India",See DN-1024 (ID#:10984),See DN-1024 (ID#:10984),16.75
12522,111-MZ-T01,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,2008-11-27 00:00:00,2008-11-27 00:00:00,2008-11-27 00:00:00,SCMS from RDC,Norvir,100mg,Capsule,336,180,0.0,0.0,0.0,ABBVIE (Abbott) France,256,2765.64,0.0
12524,105-GY-T01,Guyana,PMO - US,From RDC,N/A - From RDC,Air,2008-11-21 00:00:00,2008-11-21 00:00:00,2008-11-21 00:00:00,SCMS from RDC,Generic,150mg,Tablet,60,420,1218.0,2.9,0.05,"Aurobindo Unit III, India",See DN-1017 (ID#:11564),See DN-1017 (ID#:11564),2.39
12525,110-ZM-T01,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2008-12-01 00:00:00,2008-12-01 00:00:00,2008-12-01 00:00:00,SCMS from RDC,Generic,200mg,Tablet,60,50000,170000.0,3.4,0.06,Hetero Unit III Hyderabad IN,2809,3629.37,333.2
12526,110-ZM-T01,Zambia,PMO - US,From RDC,N/A - From RDC,Air,2008-11-14 00:00:00,2008-11-14 00:00:00,2008-11-14 00:00:00,SCMS from RDC,Generic,10mg/ml,Oral solution,240,1800,3780.0,2.1,0.01,"Aurobindo Unit III, India",671,5110.76,7.41
12527,112-NG-T01,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2008-11-20 00:00:00,2008-11-20 00:00:00,2008-11-20 00:00:00,SCMS from RDC,Generic,1mg/ml,Oral solution,200,36,50.4,1.4,0.01,"Aurobindo Unit III, India",4,857.17,0.1
12531,132-NG-T01,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2008-07-28 00:00:00,2008-07-28 00:00:00,2008-07-28 00:00:00,SCMS from RDC,Truvada,300/200mg,Tablet - FDC,30,15000,393750.0,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",1309,7463.74,630.0
12532,110-ZM-T01,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2008-10-06 00:00:00,2008-10-06 00:00:00,2008-10-06 00:00:00,SCMS from RDC,Generic,600mg,Tablet,30,50000,600500.0,12.01,0.4,Mylan (formerly Matrix) Nashik,3817,4579.42,960.8
12533,110-ZM-T01,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2008-12-01 00:00:00,2008-12-01 00:00:00,2008-12-01 00:00:00,SCMS from RDC,Generic,200mg,Tablet,60,138,469.2,3.4,0.06,Hetero Unit III Hyderabad IN,See DN-993 (ID#:11919),See DN-993 (ID#:11919),0.92
12535,123-NG-T01,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2008-07-31 00:00:00,2008-07-31 00:00:00,2008-07-31 00:00:00,SCMS from RDC,Truvada,300/200mg,Tablet - FDC,30,20000,525000.0,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",1741,10665.71,840.0
12536,114-UG-T01,Uganda,PMO - US,From RDC,N/A - From RDC,Ocean,2009-02-02 00:00:00,2009-02-02 00:00:00,2009-02-02 00:00:00,SCMS from RDC,Generic,150/30mg,Tablet - FDC,30,1166,2332.0,2.0,0.07,"Cipla, Goa, India",71,1240,4.57
12537,111-MZ-T01,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,2008-09-05 00:00:00,2008-09-05 00:00:00,2008-09-05 00:00:00,SCMS from RDC,Generic,600mg,Tablet,30,9650,115896.5,12.01,0.4,"Aurobindo Unit III, India",See DN-850 (ID#:10733),See DN-850 (ID#:10733),185.43
12538,111-MZ-T01,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,2008-09-05 00:00:00,2008-09-05 00:00:00,2008-09-05 00:00:00,SCMS from RDC,Generic,150/300/200mg,Tablet - FDC,60,16990,229365.0,13.5,0.22,"Aurobindo Unit III, India",See DN-850 (ID#:10733),See DN-850 (ID#:10733),366.98
12539,111-MZ-T01,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,2008-09-05 00:00:00,2008-09-05 00:00:00,2008-09-05 00:00:00,SCMS from RDC,Generic,150mg,Tablet,60,120,349.2,2.91,0.05,Hetero Unit III Hyderabad IN,See DN-850 (ID#:10733),See DN-850 (ID#:10733),0.56
12541,104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2009-03-02 00:00:00,2009-03-02 00:00:00,2009-03-02 00:00:00,SCMS from RDC,Generic,200mg,Tablet,60,22566,67698.0,3.0,0.05,"Aurobindo Unit III, India",2113,5574.06,132.69
12542,114-UG-T01,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2009-03-03 00:00:00,2009-03-03 00:00:00,2009-03-03 00:00:00,SCMS from RDC,Generic,150/300/200mg,Tablet - FDC,60,88,1038.4,11.8,0.2,"Aurobindo Unit III, India",10,1002.2,2.04
12543,114-UG-T01,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2009-03-19 00:00:00,2009-03-19 00:00:00,2009-03-19 00:00:00,SCMS from RDC,Generic,600mg,Tablet,30,9,99.0,11.0,0.37,"Aurobindo Unit III, India",1,966.37,0.19
12544,114-UG-T01,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2009-01-09 00:00:00,2009-01-09 00:00:00,2009-01-09 00:00:00,SCMS from RDC,Generic,150/200/30mg,Tablet - FDC,60,965,6948.0,7.2,0.12,"Strides, Bangalore, India.",See DN-992 (ID#:11602),See DN-992 (ID#:11602),13.62
12545,123-NG-T01,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2009-02-26 00:00:00,2009-02-26 00:00:00,2009-02-26 00:00:00,SCMS from RDC,Generic,30mg,Capsule,60,11142,17270.1,1.55,0.03,"Aurobindo Unit III, India",739,6315.3,33.85
12546,104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2009-03-18 00:00:00,2009-03-18 00:00:00,2009-03-18 00:00:00,SCMS from RDC,Generic,10mg/ml,Oral solution,240,1643,3450.3,2.1,0.01,"Aurobindo Unit III, India",483,7293.9,6.76
12547,114-UG-T01,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2009-04-08 00:00:00,2009-04-08 00:00:00,2009-04-08 00:00:00,SCMS from RDC,Truvada,300/200mg,Tablet - FDC,30,328,8610.0,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",See DN-1125 (ID#:11298),See DN-1125 (ID#:11298),16.88
12548,112-NG-T01,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2008-09-24 00:00:00,2008-09-24 00:00:00,2008-09-24 00:00:00,SCMS from RDC,Generic,600mg,Tablet,30,1957,22936.04,11.72,0.39,"Aurobindo Unit III, India",See DN-917 (ID#:10745),See DN-917 (ID#:10745),36.7
12549,106-HT-T01,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2008-11-04 00:00:00,2008-11-04 00:00:00,2008-11-04 00:00:00,SCMS from RDC,Generic,600mg,Tablet,30,24599,270589.0,11.0,0.37,"Aurobindo Unit III, India",See DN-944 (ID#:11012),See DN-944 (ID#:11012),530.35
12550,131-NG-T01,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2009-01-19 00:00:00,2009-01-19 00:00:00,2009-01-19 00:00:00,SCMS from RDC,Generic,600mg,Tablet,30,14000,154000.0,11.0,0.37,"Aurobindo Unit III, India",1169,13538.35,301.84
12551,130-NG-T01,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2008-07-24 00:00:00,2008-07-24 00:00:00,2008-07-24 00:00:00,SCMS from RDC,Generic,200mg,Tablet,60,1672,5684.8,3.4,0.06,"Aurobindo Unit III, India",See DN-844 (ID#:12249),See DN-844 (ID#:12249),9.1
12552,114-UG-T01,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2009-01-06 00:00:00,2009-01-06 00:00:00,2009-01-06 00:00:00,SCMS from RDC,Generic,150/30mg,Tablet - FDC,30,938,1876.0,2.0,0.07,"Cipla, Goa, India",See DN-987 (ID#:12252),See DN-987 (ID#:12252),3.68
12553,117-ET-T01,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,2009-02-18 00:00:00,2009-02-18 00:00:00,2009-02-18 00:00:00,SCMS from RDC,Generic,300mg,Tablet,30,3100,41168.0,13.28,0.44,Mylan (formerly Matrix) Nashik,See DN-1060 (ID#:11618),See DN-1060 (ID#:11618),80.69
12554,117-ET-T01,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,2009-01-29 00:00:00,2009-01-29 00:00:00,2009-01-29 00:00:00,SCMS from RDC,Generic,150/200/30mg,Tablet - FDC,60,17103,121773.36,7.12,0.12,"Cipla, Goa, India",See DN-1061 (ID#:11019),See DN-1061 (ID#:11019),238.68
12555,123-NG-T01,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2008-10-30 00:00:00,2008-10-30 00:00:00,2008-10-30 00:00:00,SCMS from RDC,Generic,150/300mg,Tablet - FDC,60,2708,25590.6,9.45,0.16,Mylan (formerly Matrix) Nashik,See DN-960 (ID#:11945),See DN-960 (ID#:11945),50.16
12556,104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2009-05-26 00:00:00,2009-05-26 00:00:00,2009-05-26 00:00:00,SCMS from RDC,Generic,600mg,Tablet,30,36391,386472.42,10.62,0.35,"Aurobindo Unit III, India",4156,11180.32,757.49
12557,104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2009-05-26 00:00:00,2009-05-26 00:00:00,2009-05-26 00:00:00,SCMS from RDC,Generic,10mg/ml,Oral solution,240,3060,5814.0,1.9,0.01,"Aurobindo Unit III, India",See DN-1120 (ID#:12556),See DN-1120 (ID#:12556),11.4
12558,151-NG-T01,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2009-03-19 00:00:00,2009-03-19 00:00:00,2009-03-19 00:00:00,SCMS from RDC,Generic,150/300/200mg,Tablet - FDC,60,15944,181761.6,11.4,0.19,"Aurobindo Unit III, India",1793,11492.86,356.25
12560,104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2009-03-20 00:00:00,2009-03-20 00:00:00,2009-03-20 00:00:00,SCMS from RDC,Kaletra,80/20mg/ml,Oral solution,300,896,36825.6,41.1,0.14,ABBVIE (Abbott) Logis. UK,Weight Captured Separately,Invoiced Separately,72.18
